planet_name,star_name,discovery_method,discovery_year,orbital_period_days,planet_radius_earth,planet_mass_earth,equilibrium_temp_k,distance_lightyears,num_stars,num_planets
HD 20003 b,HD 20003,Radial Velocity,2019.0,11.8482,3.43,11.66,814.93,41.8316,1,2
HD 20003 c,HD 20003,Radial Velocity,2019.0,33.9239,3.89,14.44,573.89,41.8316,1,2
HD 200964 b,HD 200964,Radial Velocity,2010.0,606.3,13.5,508.21017,425.95,72.5922,1,2
HD 200964 c,HD 200964,Radial Velocity,2010.0,852.5,13.7,385.84562,380.62,72.5922,1,2
HD 202206 c,HD 202206,Radial Velocity,2004.0,1260.0,12.2,5689.157,182.65,45.9665,2,1
HD 202772 A b,HD 202772 A,Transit,2019.0,3.3088775,18.2370116,323.54931833,2181.0,161.498,2,1
HD 203030 b,HD 203030,Imaging,2006.0,10.671380845,14.4595851,3496.112477,1040.0,39.2503,1,1
HD 20329 b,HD 20329,Transit,2022.0,0.926118,1.72,7.42,2141.0,63.6796,1,1
HD 203387 b,HD 203387,Radial Velocity,2022.0,512.5352,13.1,1106.04285636,610.0,61.7477,1,2
HD 203387 c,HD 203387,Radial Velocity,2022.0,2481.07227,12.6,2378.9456264,360.63,61.7477,1,2
HD 2039 b,HD 2039,Radial Velocity,2002.0,1120.0,12.7,1999.1507,210.84,85.6922,1,1
HD 204313 b,HD 204313,Radial Velocity,2010.0,2041.11539,12.9,1466.7780983,163.43,47.7945,1,3
HD 204313 c,HD 204313,Radial Velocity,2015.0,34.95875,4.31,17.16273398,634.95,47.7945,1,3
HD 204313 e,HD 204313,Radial Velocity,2022.0,7325.64666,12.2,4868.17771002,106.81,47.7945,1,3
HD 204941 b,HD 204941,Radial Velocity,2011.0,1733.0,10.1,73.1009,134.04,28.7165,2,1
HD 205158 b,HD 205158,Radial Velocity,2022.0,25.33798,13.9,124.58873554,963.25,86.6159,1,1
HD 205739 b,HD 205739,Radial Velocity,2008.0,279.8,13.6,435.41,362.84,92.5087,1,1
HD 206255 b,HD 206255,Radial Velocity,2019.0,96.045,6.47,34.2,596.48,75.2363,1,1
HD 206610 b,HD 206610,Radial Velocity,2009.0,673.2,13.4,647.10188,437.88,147.192,1,1
HD 206893 b,HD 206893,Imaging,2021.0,11100.0,14.01122587,6197.6539365,1429.2,40.7583,1,2
HD 206893 c,HD 206893,Imaging,2022.0,2290.0,16.36511182,3527.8953177,1181.9,40.7583,1,2
HD 207496 b,HD 207496,Transit,2023.0,6.441008,2.25,6.1,743.0,23.606,1,1
HD 20781 b,HD 20781,Radial Velocity,2019.0,5.3135,1.21,1.93,1006.1,35.9715,2,5
HD 20781 c,HD 20781,Radial Velocity,2019.0,13.8905,2.17,5.33,730.3,35.9715,2,5
HD 20781 d,HD 20781,Radial Velocity,2019.0,29.158,3.25,10.61,570.19,35.9715,2,5
HD 20781 e,HD 20781,Radial Velocity,2019.0,85.5073,3.83,14.03,398.38,35.9715,2,5
HD 20782 b,HD 20782,Radial Velocity,2006.0,597.0643,13.6,472.83,253.34,35.9864,2,5
HD 207832 b,HD 207832,Radial Velocity,2012.0,160.07,14.2,177.9848,340.28,58.9291,3,2
HD 207832 c,HD 207832,Radial Velocity,2012.0,1155.7,14.0,232.0159,179.84,58.9291,3,2
HD 207897 b,HD 207897,Transit,2021.0,16.20166,2.34302132,14.8,581.75,28.2938,1,1
HD 20794 b,HD 20794,Radial Velocity,2011.0,18.314,1.45,2.7,660.0,6.00278,1,4
HD 20794 d,HD 20794,Radial Velocity,2011.0,89.68,2.04,4.8,388.0,6.00278,1,4
HD 20794 e,HD 20794,Radial Velocity,2017.0,147.02,2.03,4.77,352.04,6.00278,1,4
HD 20794 f,HD 20794,Radial Velocity,2025.0,647.6,2.28,5.82,214.52,6.00278,1,4
HD 208487 b,HD 208487,Radial Velocity,2004.0,129.36,14.3,146.20106722,437.59,45.147,1,1
HD 208527 b,HD 208527,Radial Velocity,2012.0,875.5,12.5,3146.4,959.79,312.202,1,1
HD 20868 b,HD 20868,Radial Velocity,2008.0,380.85001,13.7,397.2875,207.11,47.7223,1,1
HD 208897 b,HD 208897,Radial Velocity,2017.0,358.27,13.7,379.48711796,507.24,67.4872,1,1
HD 209458 b,HD 209458,Radial Velocity,1999.0,3.52474859,15.58051,232.0159,1459.0,48.3016,1,1
HD 210193 b,HD 210193,Radial Velocity,2019.0,649.918,14.3,153.1,235.69,42.2029,1,1
HD 210277 b,HD 210277,Radial Velocity,1998.0,442.19,13.6,410.0007,259.86,21.2985,1,1
HD 210702 b,HD 210702,Radial Velocity,2007.0,355.5,13.6,481.5100366,485.86,54.1963,1,1
HD 211403 b,HD 211403,Radial Velocity,2021.0,223.8,12.8,1760.76937478,380.0,83.0919,1,1
HD 211810 b,HD 211810,Radial Velocity,2018.0,1558.0,14.0,212.9461,177.77,64.6353,1,1
HD 211970 b,HD 211970,Radial Velocity,2019.0,25.201,3.66,13.0,398.77,13.1277,1,1
HD 212301 b,HD 212301,Radial Velocity,2005.0,2.24571,14.2,162.0933,1870.75,54.2304,2,1
HD 212771 b,HD 212771,Radial Velocity,2009.0,380.7,13.3,759.6137,507.69,111.155,1,1
HD 213240 b,HD 213240,Radial Velocity,2001.0,882.70001,12.8,1655.88600047,257.7,40.8707,2,1
HD 213472 b,HD 213472,Radial Velocity,2021.0,17000.0,13.1,1112.3994245,91.76,64.4527,1,1
HD 213519 b,HD 213519,Radial Velocity,2022.0,11.12214,2.99,9.2170238,931.36,41.0014,1,1
HD 213885 b,HD 213885,Transit,2019.0,1.008035,1.745,8.83,2128.0,48.0883,1,2
HD 213885 c,HD 213885,Radial Velocity,2019.0,4.78503,4.71,19.95,1265.4,48.0883,1,2
HD 21411 b,HD 21411,Radial Velocity,2019.0,84.288,9.52,65.9,408.17,29.1328,1,1
HD 214823 b,HD 214823,Radial Velocity,2016.0,1854.84424,12.1,5914.78665427,243.9,101.368,2,1
HD 21520 b,HD 21520,Transit,2024.0,25.1292,2.697,17.7,637.0,79.208,1,1
HD 215497 c,HD 215497,Radial Velocity,2009.0,566.0,13.0,111.23994245,198.6,40.5468,1,2
HD 216435 b,HD 216435,Radial Velocity,2002.0,1311.0,13.7,400.4,242.57,32.9834,1,1
HD 216437 b,HD 216437,Radial Velocity,2002.0,1359.0,13.0,1334.8793094,209.85,26.6902,1,1
HD 216520 b,HD 216520,Radial Velocity,2020.0,35.45,3.18,10.26,482.1,19.552,1,2
HD 216520 c,HD 216520,Radial Velocity,2020.0,154.43,3.03,9.44,295.22,19.552,1,2
HD 216536 b,HD 216536,Radial Velocity,2015.0,148.60001,13.8,333.7215,897.99,376.233,1,1
HD 216770 b,HD 216770,Radial Velocity,2003.0,118.45,14.1,181.1631,370.18,36.6625,1,1
HD 21693 b,HD 21693,Radial Velocity,2019.0,22.6786,2.8,8.23,656.39,33.255,1,2
HD 21693 c,HD 21693,Radial Velocity,2019.0,53.7357,4.34,17.37,492.36,33.255,1,2
HD 217107 b,HD 217107,Radial Velocity,1998.0,7.1270166,13.6,459.57987652,1105.84,20.0619,1,2
HD 217107 c,HD 217107,Radial Velocity,2005.0,5138.7,12.9,1388.91013859,123.27,20.0619,1,2
HD 21749 c,GJ 143,Transit,2019.0,7.78993,0.892,3.7,701.0,16.32,1,2
HD 217786 b,HD 217786,Radial Velocity,2011.0,1301.36009,12.3,4402.55909376,207.3,55.4847,2,2
HD 217786 c,HD 217786,Radial Velocity,2022.0,2.52221,2.61,7.31005336,1663.13,55.4847,2,2
HD 217958 b,HD 217958,Radial Velocity,2022.0,2560.19774,14.2,166.54208527,169.89,61.7957,1,1
HD 218566 b,HD 218566,Radial Velocity,2010.0,225.7,9.32,63.566,253.15,28.8274,1,1
HD 219077 b,HD 219077,Radial Velocity,2012.0,5478.68861,12.5,3057.50927534,146.68,29.1864,1,1
HD 219134 b,HD 219134,Radial Velocity,2015.0,3.092926,1.602,4.74,1015.0,6.53127,1,6
HD 219134 c,HD 219134,Radial Velocity,2015.0,6.76458,1.511,4.36,782.0,6.53127,1,6
HD 219134 d,HD 219134,Radial Velocity,2015.0,46.859,1.61,16.17,410.5,6.53127,1,6
HD 219134 f,HD 219134,Radial Velocity,2015.0,22.717,1.31,7.3,522.6,6.53127,1,6
HD 219134 g,HD 219134,Radial Velocity,2015.0,94.2,3.28,10.80622,339.34,6.53127,1,6
HD 219134 h,HD 219134,Radial Velocity,2015.0,2247.0,12.7,108.0622,117.88,6.53127,1,6
HD 219139 b,HD 219139,Radial Velocity,2021.0,275.5,14.0,247.90615746,804.83,104.935,1,1
HD 219415 b,HD 219415,Radial Velocity,2012.0,2093.3,13.8,317.83,221.26,165.184,1,1
HD 219666 b,HD 219666,Transit,2018.0,6.034468,4.898,17.6,1076.0,94.1719,1,1
HD 219828 b,HD 219828,Radial Velocity,2007.0,3.83483,4.59,19.06970442,1602.83,73.114,1,2
HD 219828 c,HD 219828,Radial Velocity,2016.0,4789.87297,12.2,5102.41724598,149.17,73.114,1,2
HD 220074 b,HD 220074,Radial Velocity,2012.0,672.09998,12.2,5288.6912,1069.88,324.54,1,1
HD 220197 b,HD 220197,Radial Velocity,2018.0,1728.0,9.32,63.566,164.22,64.411,1,1
HD 220689 b,HD 220689,Radial Velocity,2012.0,2266.4,13.7,381.3940884,160.11,46.8778,1,1
HD 220773 b,HD 220773,Radial Velocity,2011.0,3724.7,13.6,460.8,167.02,50.5103,1,1
HD 220842 b,HD 220842,Radial Velocity,2016.0,218.47,13.1,1010.6994,397.62,64.6498,2,1
HD 221287 b,HD 221287,Radial Velocity,2007.0,456.1,13.1,982.05,290.13,55.9231,1,1
HD 221416 b,HD 221416,Transit,2019.0,14.2767,9.17,60.5,1314.67,95.5483,1,1
HD 221420 b,HD 221420,Radial Velocity,2019.0,10090.0,12.0,7278.2705203,123.49,31.1415,1,1
HD 221585 b,HD 221585,Radial Velocity,2016.0,1173.0,13.5,511.7063,242.77,55.8535,1,1
HD 222076 b,HD 222076,Radial Velocity,2016.0,871.0,13.5,495.8148,346.88,91.1538,1,1
HD 222155 b,HD 222155,Radial Velocity,2011.0,3999.0,13.4,581.62598481,164.93,50.6078,1,1
HD 222237 b,HD 222237,Radial Velocity,2024.0,14892.0,12.8,1649.52943233,58.74,11.4469,1,1
HD 222582 b,HD 222582,Radial Velocity,1999.0,572.38,12.6,2660.2371,256.39,42.1586,2,1
HD 224018 b,HD 224018,Radial Velocity,2025.0,10.6413,0.91,4.1,968.0,105.48,1,3
HD 224018 c,HD 224018,Transit,2025.0,36.57669,2.42,10.4,641.0,105.48,1,3
HD 224018 d,HD 224018,Transit,2025.0,138.0731,2.4,4.2,411.0,105.48,1,3
HD 224538 b,HD 224538,Radial Velocity,2016.0,1202.05199,12.7,2075.73732612,236.74,79.0608,1,1
HD 224693 b,HD 224693,Radial Velocity,2006.0,26.6904,14.0,222.481,903.45,93.5015,1,1
HD 22496 b,HD 22496,Radial Velocity,2021.0,5.09071,2.22,5.57,573.0,13.5956,1,1
HD 22532 b,HD 22532,Radial Velocity,2022.0,872.6,13.4,673.79622284,420.41,161.183,1,1
HD 22781 b,HD 22781,Radial Velocity,2011.0,528.07,12.3,4338.2,193.48,32.6034,1,1
HD 22946 d,HD 22946,Transit,2023.0,47.42489,2.607,26.57,546.0,62.7792,1,3
HD 23079 b,HD 23079,Radial Velocity,2001.0,735.74,13.2,845.42356262,237.47,33.4591,1,2
HD 23079 c,HD 23079,Radial Velocity,2025.0,5.748913,2.8,8.26,757.0,33.4591,1,2
HD 23127 b,HD 23127,Radial Velocity,2006.0,1211.17,13.5,485.32641,223.4,93.8555,1,1
HD 231701 b,HD 231701,Radial Velocity,2007.0,141.63,13.7,359.1479,483.27,108.877,1,1
HD 233604 b,HD 233604,Radial Velocity,2013.0,192.0,12.7,2089.644,882.5,847.058,1,1
HD 233832 b,HD 233832,Radial Velocity,2018.0,2058.0,13.5,565.7374,117.8,58.742,2,1
HD 23472 b,HD 23472,Transit,2019.0,17.667087,2.0,8.32,543.0,39.0341,1,5
HD 23472 c,HD 23472,Transit,2019.0,29.79749,1.87,3.41,467.0,39.0341,1,5
HD 23472 d,HD 23472,Transit,2022.0,3.97664,0.75,0.55,909.0,39.0341,1,5
HD 23472 e,HD 23472,Transit,2022.0,7.90754,0.818,0.72,723.0,39.0341,1,5
HD 23472 f,HD 23472,Transit,2022.0,12.1621839,1.137,0.77,630.0,39.0341,1,5
HD 235088 b,HD 235088,Transit,2023.0,7.4341325,1.982,4.15,805.0,41.1706,1,1
HD 23596 b,HD 23596,Radial Velocity,2003.0,1535.11912,12.4,3786.607641,219.49,52.0018,2,1
HD 238090 b,HD 238090,Radial Velocity,2020.0,13.671,2.52,6.89,469.6,15.2354,1,1
HD 238914 b,HD 238914,Radial Velocity,2018.0,4100.0,12.8,1906.98,343.67,519.452,1,1
HD 240210 b,HD 240210,Radial Velocity,2009.0,501.75,12.8,1655.82,970.67,372.405,1,1
HD 240237 b,HD 240237,Radial Velocity,2011.0,745.70001,12.2,5050.3187,1153.09,933.377,1,1
HD 24040 b,HD 24040,Radial Velocity,2006.0,3668.0,12.9,1589.142035,143.81,46.6224,1,2
HD 24040 c,HD 24040,Radial Velocity,2021.0,515.4,9.35,63.88350981,287.75,46.6224,1,2
HD 24064 b,HD 24064,Radial Velocity,2015.0,535.59998,12.3,4096.8287,1088.02,300.247,1,1
HD 24085 b,HD 24085,Radial Velocity,2019.0,2.0455,3.46,11.8,1875.43,54.9004,1,1
HD 25015 b,HD 25015,Radial Velocity,2019.0,6134.427,12.5,2884.92845034,90.69,37.433,1,1
HD 25171 b,HD 25171,Radial Velocity,2010.0,1802.29,13.9,290.81445,190.04,55.6146,2,1
HD 25463 b,HD 25463,Transit,2023.0,7.0491423,2.54535814,8.7,1198.46,45.6181,1,2
HD 25463 c,HD 25463,Transit,2023.0,3.04405,1.36354953,4.3,1585.57,45.6181,1,2
HD 25723 b,HD 25723,Radial Velocity,2020.0,457.01,13.3,794.5710175,698.4,114.816,1,1
HD 25912 b,HD 25912,Radial Velocity,2022.0,41.83156,6.9,38.13940884,579.16,49.1661,1,2
HD 25912 c,HD 25912,Radial Velocity,2022.0,26308.65619,12.2,5252.75008249,67.44,49.1661,1,2
HD 260655 b,HD 260655,Transit,2022.0,2.76953,1.24,2.14,709.0,10.0055,1,2
HD 260655 c,HD 260655,Transit,2022.0,5.70588,1.533,3.09,557.0,10.0055,1,2
HD 26161 b,HD 26161,Radial Velocity,2021.0,10942.29013,11.9,9045.39646322,110.98,40.9128,1,1
HD 2638 b,HD 2638,Radial Velocity,2005.0,3.4442,14.3,133.4886,1212.27,54.9621,3,1
HD 2685 b,HD 2685,Transit,2019.0,4.12688,16.14096,371.8611,2061.0,196.852,1,1
HD 27442 b,HD 27442,Radial Velocity,2000.0,428.1,13.5,495.8,369.62,18.2704,2,1
HD 27631 b,HD 27631,Radial Velocity,2012.0,2198.14,13.5,495.81231492,147.61,50.2862,1,1
HD 27894 b,HD 27894,Radial Velocity,2005.0,18.01939,14.1,196.73578393,627.88,43.8214,1,3
HD 27894 c,HD 27894,Radial Velocity,2017.0,36.07,8.24,51.48846,498.89,43.8214,1,3
HD 27894 d,HD 27894,Radial Velocity,2017.0,5019.54244,12.7,2063.65984665,95.87,43.8214,1,3
HD 27969 b,HD 27969,Radial Velocity,2021.0,654.5,12.9,1525.5763536,261.0,67.9328,1,1
HD 28109 b,HD 28109,Transit,2022.0,22.891054,2.69,6.2,867.0,139.611,1,3
HD 28109 c,HD 28109,Transit,2022.0,55.99712,4.13,9.2,643.0,139.611,1,3
HD 28109 d,HD 28109,Transit,2022.0,84.2899,3.11,5.8,561.0,139.611,1,3
HD 28185 b,HD 28185,Radial Velocity,2001.0,385.92,12.8,1859.29618095,271.95,39.3809,1,2
HD 28185 c,HD 28185,Radial Velocity,2022.0,9090.0,12.8,1906.970442,94.85,39.3809,1,2
HD 28192 b,HD 28192,Radial Velocity,2022.0,14.23283,12.2,99.7981198,859.98,49.8063,1,1
HD 28254 b,HD 28254,Radial Velocity,2010.0,1333.0,13.0,1207.7479466,212.28,55.2884,2,1
HD 284149 AB b,HD 284149 A,Imaging,2017.0,10.671380845,12.0,8352.53053596,2395.0,117.807,2,1
HD 28471 b,HD 28471,Radial Velocity,2025.0,3.1649,1.75,3.72,1377.0,43.6455,1,3
HD 28471 c,HD 28471,Radial Velocity,2025.0,6.1245,2.26,5.72,1066.0,43.6455,1,3
HD 28471 d,HD 28471,Radial Velocity,2025.0,11.681,2.06,4.91,945.0,43.6455,1,3
HD 285507 b,HD 285507,Radial Velocity,2013.0,6.0881,13.8,311.4734,736.35,45.0293,1,1
HD 285968 b,HD 285968,Radial Velocity,2008.0,8.7836,2.83,8.4,450.0,9.47045,1,1
HD 28678 b,HD 28678,Radial Velocity,2011.0,380.2,13.5,490.09386,561.84,189.908,1,1
HD 29021 b,HD 29021,Radial Velocity,2017.0,1365.0,12.9,1420.69297929,163.2,30.9939,1,1
HD 290327 b,HD 290327,Radial Velocity,2009.0,2443.0,13.3,772.3269,139.7,56.433,1,1
HD 29399 b,HD 29399,Radial Velocity,2022.0,892.7,13.5,498.99059899,358.32,44.1518,1,1
HD 2952 b,HD 2952,Radial Velocity,2013.0,312.08,13.9,284.77425267,731.02,110.103,1,1
HD 29985 b,HD 29985,Radial Velocity,2022.0,20608.14049,12.8,1739.47487151,46.73,31.2707,1,1
HD 30177 b,HD 30177,Radial Velocity,2002.0,2514.53422,12.6,2670.71210402,143.07,55.5867,1,2
HD 30177 c,HD 30177,Radial Velocity,2016.0,12085.45186,12.7,1954.64470305,84.81,55.5867,1,2
HD 30562 b,HD 30562,Radial Velocity,2009.0,1157.0,13.6,467.20775829,235.27,26.1597,1,1
HD 30669 b,HD 30669,Radial Velocity,2014.0,1684.0,14.3,149.37,151.45,58.0844,1,1
HD 30856 b,HD 30856,Radial Velocity,2011.0,847.0,13.5,491.68301,364.02,131.199,2,1
HD 31253 b,HD 31253,Radial Velocity,2010.0,466.0,14.1,197.0546,348.36,58.1438,1,1
HD 31527 b,HD 31527,Radial Velocity,2019.0,16.5535,3.22,10.47,832.2,38.4473,1,3
HD 31527 c,HD 31527,Radial Velocity,2019.0,51.2053,3.85,14.16,571.07,38.4473,1,3
HD 31527 d,HD 31527,Radial Velocity,2019.0,271.6737,3.46,11.82,327.48,38.4473,1,3
HD 3167 b,HD 3167,Transit,2016.0,0.959641,1.67,4.97,1774.0,47.2899,1,4
HD 3167 c,HD 3167,Transit,2016.0,29.8454,3.0,11.13,564.0,47.2899,1,4
HD 3167 d,HD 3167,Radial Velocity,2017.0,8.4112,1.92,4.33,859.5,47.2899,1,4
HD 3167 e,HD 3167,Radial Velocity,2022.0,96.63,2.83,8.41,374.8,47.2899,1,4
HD 32518 b,HD 32518,Radial Velocity,2009.0,157.35,13.2,905.49313154,916.07,122.115,1,1
HD 32963 b,HD 32963,Radial Velocity,2015.0,2372.0,13.4,657.90480249,157.63,38.0786,1,1
HD 330075 b,HD 330075,Radial Velocity,2004.0,3.38773,14.3,152.5584,990.0,45.2989,1,1
HD 331093 b,HD 331093,Radial Velocity,2021.0,621.62,13.6,476.7426105,234.84,50.1928,1,1
HD 33142 b,HD 33142,Radial Velocity,2011.0,330.0,13.7,400.46379282,477.5,121.375,1,3
HD 33142 c,HD 33142,Radial Velocity,2016.0,810.2,13.9,282.86728223,353.91,121.375,1,3
HD 33142 d,HD 33142,Radial Velocity,2022.0,89.9,9.32,63.5656814,736.04,121.375,1,3
HD 332231 b,HD 332231,Transit,2020.0,18.712024,9.07303305,74.1,798.3,80.6665,1,1
HD 33283 b,HD 33283,Radial Velocity,2006.0,18.1991,12.5,104.56607,1034.4,89.8623,2,1
HD 33564 b,HD 33564,Radial Velocity,2005.0,388.0,12.5,2892.1,344.43,20.9531,1,1
HD 33844 b,HD 33844,Radial Velocity,2015.0,551.40002,13.4,638.8383,430.22,105.779,1,2
HD 33844 c,HD 33844,Radial Velocity,2015.0,916.0,13.5,556.2025,360.22,105.779,1,2
HD 34445 b,HD 34445,Radial Velocity,2009.0,1049.0,13.9,260.6206,231.47,46.0907,1,6
HD 34445 c,HD 34445,Radial Velocity,2017.0,214.67,8.42,53.5,390.12,46.0907,1,6
HD 34445 d,HD 34445,Radial Velocity,2017.0,117.87,6.07,30.7,476.32,46.0907,1,6
HD 34445 e,HD 34445,Radial Velocity,2017.0,49.175,4.26,16.8,637.76,46.0907,1,6
HD 34445 f,HD 34445,Radial Velocity,2017.0,676.8,6.88,37.9,266.14,46.0907,1,6
HD 34445 g,HD 34445,Radial Velocity,2017.0,5700.0,13.6,120.6,131.09,46.0907,1,6
HD 35759 b,HD 35759,Radial Velocity,2016.0,82.467,13.0,1195.0408,621.56,71.2423,1,1
HD 35843 b,HD 35843,Radial Velocity,2025.0,9.8991,2.29,5.84,872.3,69.6026,1,2
HD 35843 c,HD 35843,Transit,2025.0,46.9622,2.54,11.32,479.0,69.6026,1,2
HD 360 b,HD 360,Radial Velocity,2021.0,273.1,14.0,238.37130525,765.69,111.542,1,1
HD 36384 b,HD 36384,Radial Velocity,2023.0,490.0,12.7,2097.6674862,1032.58,209.309,1,1
HD 3651 b,HD 3651,Radial Velocity,2003.0,62.25,10.1,72.46524,432.84,11.1336,1,1
HD 37124 b,HD 37124,Radial Velocity,2002.0,154.378,14.0,214.53525,366.48,31.6634,1,3
HD 37124 c,HD 37124,Radial Velocity,2002.0,885.5,14.1,207.22516,204.73,31.6634,1,3
HD 37124 d,HD 37124,Radial Velocity,2005.0,1862.0,14.0,221.20968,159.79,31.6634,1,3
HD 37605 b,HD 37605,Radial Velocity,2004.0,55.01292,13.2,854.9627,465.76,46.7864,1,2
HD 37605 c,HD 37605,Radial Velocity,2012.0,2720.0,13.1,1013.8777,126.75,46.7864,1,2
HD 3765 b,HD 3765,Radial Velocity,2021.0,1211.0,8.56,54.98431441,152.85,17.926,1,1
HD 38283 b,HD 38283,Radial Velocity,2010.0,363.20001,14.0,127.132,348.58,38.0615,1,1
HD 38529 b,HD 38529,Radial Velocity,2000.0,14.3099,14.1,206.58846455,1369.46,42.3538,2,2
HD 38529 c,HD 38529,Radial Velocity,2000.0,2127.60566,12.5,3299.05886466,258.56,42.3538,2,2
HD 38801 b,HD 38801,Radial Velocity,2009.0,685.25,12.5,3082.31534,287.8,91.4349,1,1
HD 39091 b,HD 39091,Radial Velocity,2001.0,2088.8,12.3,4481.3805387,172.74,18.2702,1,3
HD 39194 b,HD 39194,Radial Velocity,2021.0,5.63692,1.99,4.62,915.16,26.4131,1,3
HD 39194 c,HD 39194,Radial Velocity,2021.0,14.0309,2.65,7.49,675.19,26.4131,1,3
HD 39194 d,HD 39194,Radial Velocity,2021.0,33.874,2.12,5.16,503.31,26.4131,1,3
HD 39855 b,HD 39855,Radial Velocity,2019.0,3.2498,2.85,8.5,1145.89,23.2599,1,1
HD 40307 f,HD 40307,Radial Velocity,2013.0,51.76,2.13,5.2,398.0,12.9363,1,5
HD 40307 g,HD 40307,Radial Velocity,2013.0,197.8,2.56,7.1,255.0,12.9363,1,5
HD 40956 b,HD 40956,Radial Velocity,2017.0,578.6,13.2,858.141,580.56,116.593,1,1
HD 40979 b,HD 40979,Radial Velocity,2002.0,264.14999,12.9,1484.2661,354.69,34.0883,3,1
HD 41004 A b,HD 41004 A,Radial Velocity,2004.0,963.0,13.2,807.25,757.0,36.69117,2,2
HD 41004 B b,HD 41004 B,Radial Velocity,2003.0,1.3283,12.1,5838.29,757.0,41.5504,2,2
HD 4113 b,HD 4113,Radial Velocity,2007.0,526.5239,13.5,541.26177712,251.65,41.8727,3,1
HD 42012 b,HD 42012,Radial Velocity,2017.0,857.5,13.5,508.528,182.63,36.7984,1,1
HD 4203 b,HD 4203,Radial Velocity,2001.0,431.88,13.3,708.7609,297.28,81.3795,1,2
HD 4203 c,HD 4203,Radial Velocity,2014.0,6700.0,13.3,689.66,124.96,81.3795,1,2
HD 4208 b,HD 4208,Radial Velocity,2001.0,832.97,13.9,257.4423,196.68,34.1937,1,1
HD 42618 b,HD 42618,Radial Velocity,2016.0,149.61,3.89,14.4,337.0,24.3358,1,1
HD 4308 b,HD 4308,Radial Velocity,2005.0,15.56,4.12,15.8915,799.37,22.0158,1,1
HD 4313 b,HD 4313,Radial Velocity,2009.0,356.21,13.4,612.45841,502.39,136.308,1,1
HD 43197 b,HD 43197,Radial Velocity,2010.0,308.92072,14.2,175.75910907,282.81,62.4112,1,2
HD 43197 c,HD 43197,Radial Velocity,2022.0,9295.9735,12.6,2500.67390628,90.89,62.4112,1,2
HD 43691 b,HD 43691,Radial Velocity,2007.0,36.9987,13.2,810.4665,761.79,85.6009,3,1
HD 44219 b,HD 44219,Radial Velocity,2010.0,472.0,14.1,184.34047606,283.89,52.9051,1,1
HD 45184 b,HD 45184,Radial Velocity,2019.0,5.8854,3.52,12.19,1156.34,21.9532,1,2
HD 45184 c,HD 45184,Radial Velocity,2019.0,13.1354,2.91,8.81,884.78,21.9532,1,2
HD 45350 b,HD 45350,Radial Velocity,2004.0,963.6,13.5,568.89,217.81,46.8733,1,1
HD 45364 b,HD 45364,Radial Velocity,2008.0,225.79,9.03,60.16491745,301.69,34.354,1,2
HD 45364 c,HD 45364,Radial Velocity,2008.0,345.43,14.2,174.48779544,261.82,34.354,1,2
HD 45652 b,HD 45652,Radial Velocity,2008.0,44.073,14.3,137.62039,508.4,34.8541,1,1
HD 457 b,HD 457,Radial Velocity,2022.0,20324.58153,11.9,8445.3364308,85.15,55.0375,1,1
HD 46375 b,HD 46375,Radial Velocity,2000.0,3.023573,10.0,71.8,1221.4,29.5529,2,1
HD 47186 b,HD 47186,Radial Velocity,2008.0,4.0845,5.02,22.2481,1267.79,37.4574,1,2
HD 47186 c,HD 47186,Radial Velocity,2008.0,1353.6,13.0,111.42,183.18,37.4574,1,2
HD 4732 b,HD 4732,Radial Velocity,2012.0,371.74,13.4,631.2072163,498.53,54.7841,2,2
HD 4732 c,HD 4732,Radial Velocity,2012.0,3184.2,13.1,1069.49258955,243.69,54.7841,2,2
HD 47366 b,HD 47366,Radial Velocity,2016.0,360.08,13.4,661.71874337,577.05,84.3552,1,2
HD 47366 c,HD 47366,Radial Velocity,2016.0,677.53,13.5,483.73483545,467.37,84.3552,1,2
HD 47536 b,HD 47536,Radial Velocity,2002.0,712.13,12.6,2330.0,736.52,122.536,1,1
HD 4760 b,HD 4760,Radial Velocity,2021.0,434.0,12.3,4417.837,1198.67,537.873,1,1
HD 48265 b,HD 48265,Radial Velocity,2008.0,778.51,12.6,2351.9302118,283.0,90.5446,1,2
HD 48265 c,HD 48265,Radial Velocity,2026.0,10418.0,12.9,1414.33641115,124.28,90.5446,1,2
HD 48948 b,HD 48948,Radial Velocity,2024.0,7.34013,2.06,4.88,957.0,16.9043,1,3
HD 48948 c,HD 48948,Radial Velocity,2024.0,38.06,2.6,7.27,553.0,16.9043,1,3
HD 48948 d,HD 48948,Radial Velocity,2024.0,151.92,3.24,10.59,349.0,16.9043,1,3
HD 4917 b,HD 4917,Radial Velocity,2018.0,400.5,13.5,513.29545,479.78,204.277,1,1
HD 49674 b,HD 49674,Radial Velocity,2002.0,4.94737,6.2,31.783,1113.78,43.0399,1,1
HD 50499 b,HD 50499,Radial Velocity,2005.0,2447.1,13.5,519.96988,174.69,46.2845,1,2
HD 50499 c,HD 50499,Radial Velocity,2019.0,8619.9,13.2,931.2419,116.69,46.2845,1,2
HD 50554 b,HD 50554,Radial Velocity,2002.0,1293.0,12.8,1859.29618095,190.08,31.1664,1,1
HD 51608 b,HD 51608,Radial Velocity,2019.0,14.0726,3.62,12.77,759.92,35.0553,1,2
