planet_name,star_name,discovery_method,discovery_year,orbital_period_days,planet_radius_earth,planet_mass_earth,equilibrium_temp_k,distance_lightyears,num_stars,num_planets
TOI-4184 b,TOI-4184,Transit,2023.0,4.9019804,2.43,6.48,412.0,69.3649,1,1
TOI-4201 b,TOI-4201,Transit,2023.0,3.5819194,13.67495645,788.21444936,725.0,189.011,1,1
TOI-421 b,TOI-421,Transit,2020.0,5.197576,2.64,6.7,922.0,74.7969,2,2
TOI-421 c,TOI-421,Transit,2020.0,16.067541,5.09,14.1,635.0,74.7969,2,2
TOI-4214 b,TOI-4214,Transit,2025.0,3.4913885,10.68215861,165.27077164,1642.0,346.881,1,1
TOI-4308 b,TOI-4308,Transit,2023.0,9.151201,2.4189,6.43,763.05,108.932,1,1
TOI-431 b,TOI-431,Transit,2021.0,0.490047,1.28,3.07,1862.0,32.5686,1,3
TOI-431 c,TOI-431,Radial Velocity,2021.0,4.8494,1.49,2.83,867.0,32.5686,1,3
TOI-431 d,TOI-431,Transit,2021.0,12.46103,3.29,9.9,633.0,32.5686,1,3
TOI-4311 b,TOI-4311,Transit,2026.0,0.9902738,1.376,4.5,1664.0,134.988,1,2
TOI-4311 c,TOI-4311,Transit,2026.0,15.070425,2.47,13.58,671.0,134.988,1,2
TOI-4329 b,TOI-4329,Transit,2022.0,2.9223,16.81347105,143.02278315,2027.12,717.128,1,1
TOI-4336 A b,TOI-4336 A,Transit,2024.0,16.336351,2.137,3.33,309.4,22.5455,3,2
TOI-4336 A c,TOI-4336 A,Transit,2026.0,7.587266,1.251,1.55,399.5,22.5455,3,2
TOI-4342 b,TOI-4342,Transit,2023.0,5.5382592,2.329,7.3,639.0,61.5204,1,2
TOI-4342 c,TOI-4342,Transit,2023.0,10.688662,2.349,4.8,514.0,61.5204,1,2
TOI-4363 b,TOI-4363,Transit,2026.0,2.11867592279,1.76689273,3.77,884.71,77.7751,1,1
TOI-4364 b,TOI-4364,Transit,2025.0,5.424019,2.01,4.7,488.0,43.9662,1,1
TOI-4377 b,TOI-4377,Transit,2023.0,4.378081,15.10970598,304.1617855,1162.08,455.82,1,1
TOI-4379 b,TOI-4379,Transit,2024.0,3.25352,16.69017226,353.74301699,1869.38,645.158,1,1
TOI-4405 b,TOI-4405,Transit,2026.0,5.92143995316,2.55505441,7.06,671.87,155.501,1,1
TOI-4406 b,TOI-4406,Transit,2023.0,30.08364,11.2089807,95.3485221,904.0,261.834,1,1
TOI-4438 b,TOI-4438,Transit,2024.0,7.44628,2.52,5.4,435.0,30.0346,1,1
TOI-444 b,TOI-444,Transit,2023.0,17.9636,2.77,8.1,609.0,57.3973,1,1
TOI-4443.01,TOI-4443,Transit,2024.0,1.8498567,1.7193265,3.6,1638.82,56.0739,1,1
TOI-4463 A b,TOI-4463 A,Transit,2023.0,2.8807198,13.26022417,252.35575516,1395.0,173.117,2,1
TOI-4465 b,TOI-4465,Transit,2025.0,101.94054,14.01122587,1872.00931723,427.0,121.139,1,1
TOI-4479 b,TOI-4479,Transit,2022.0,1.1589,2.82,8.35,861.0,80.6532,1,1
TOI-4487 A b,TOI-4487 A,Transit,2025.0,3.9540709,14.60530185,397.28550875,1639.0,479.145,2,1
TOI-4495 b,TOI-4495,Transit,2026.0,2.56699,2.483,7.7,1735.0,132.214,1,2
TOI-4495 c,TOI-4495,Transit,2024.0,5.18553,4.03,23.2,1365.0,132.214,1,2
TOI-4504 b,TOI-4504,Transit,2024.0,2.42614,2.691,7.71,1234.03,342.605,1,3
TOI-4504 c,TOI-4504,Transit,2024.0,82.97213,11.09689089,1197.32317485,182.8,342.605,1,3
TOI-4504 d,TOI-4504,Transit Timing Variations,2024.0,40.5634,13.6,450.23572136,521.86,342.605,1,3
TOI-4507 b,TOI-4507,Transit,2025.0,104.61611,8.2,20.0,464.8,178.26,1,1
TOI-451 b,TOI-451,Transit,2020.0,1.8587033,1.84,4.7,1474.0,123.739,2,3
TOI-451 c,TOI-451,Transit,2020.0,9.192463,2.93,3.7,865.0,123.739,2,3
TOI-451 d,TOI-451,Transit,2020.0,16.364962,3.93,10.2,714.0,123.739,2,3
TOI-4511 b,TOI-4511,Transit,2026.0,10.98090968596,2.75304932,8.01,1542.0,121.832,1,1
TOI-4513 b,TOI-4513,Transit,2026.0,9.76042253684,2.34587608,6.11,653.0,102.609,1,1
TOI-4515 b,TOI-4515,Transit,2024.0,15.266446,12.17,637.0,705.0,193.499,1,1
TOI-4527.01,TOI-4527,Transit,2024.0,0.3994445,0.9086617,0.689,1362.93,18.1037,1,1
TOI-4529 b,TOI-4529,Transit,2026.0,5.879577,1.77,4.9,511.0,28.384,1,1
TOI-4551 b,TOI-4551,Transit,2023.0,9.95581,11.85910158,473.56432643,1655.0,215.986,1,1
TOI-4552 b,TOI-4552,Transit,2026.0,0.30110032,1.11,1.83,1122.0,27.2684,1,1
TOI-4559 b,TOI-4559,Transit,2024.0,3.965991,1.415,2.59,554.16,31.6354,1,1
TOI-4561 b,TOI-4561,Transit,2026.0,8.93547936706,1.77789214,3.81,789.81,179.008,1,1
TOI-4562 b,TOI-4562,Transit,2023.0,225.1064,12.53,732.0,318.0,339.605,1,2
TOI-4562 c,TOI-4562,Transit Timing Variations,2024.0,3990.0,12.8,1833.86990839,138.11,339.605,1,2
TOI-4578 b,TOI-4578,Transit,2026.0,8.62392630369,2.26974262,5.77,842.42,182.249,1,1
TOI-4582 b,TOI-4582,Transit,2023.0,31.034,10.53644186,168.44905571,614.66,383.846,1,1
TOI-4588 b,TOI-4588,Transit,2026.0,13.11881173651,2.92922558,8.9,1768.0,225.181,1,1
TOI-4600 b,TOI-4600,Transit,2023.0,82.6869,6.8,959.84178914,347.0,216.056,1,2
TOI-4600 c,TOI-4600,Transit,2023.0,482.8191,9.42,2946.26933289,191.0,216.056,1,2
TOI-4602.01,TOI-4602,Transit,2024.0,3.9812091,2.550449,7.04,1380.27,63.0637,1,1
TOI-4603 b,TOI-4603,Transit,2023.0,7.24599,11.67975789,4096.80816623,1677.0,225.643,1,1
TOI-4633 c,TOI-4633,Transit,2024.0,271.9445,3.2,123.0,268.57,95.2016,2,1
TOI-4638.01,TOI-4638,Transit,2024.0,10.283918787,2.933,8.92,779.83,168.248,1,1
TOI-4640 b,TOI-4640,Transit,2026.0,2.68566015238,2.84326517,8.46,1378.86,245.089,1,1
TOI-4641 b,TOI-4641,Transit,2023.0,22.09341,8.18255591,1229.99593509,950.11,86.3501,1,1
TOI-4662 b,TOI-4662,Transit,2026.0,4.70343764575,2.87998299,8.65,741.0,111.047,1,1
TOI-4666 b,TOI-4666,Transit,2025.0,2.9089165,12.53164042,155.41809102,695.0,154.749,1,1
TOI-469.01,TOI-469,Transit,2021.0,13.6308205,3.41,9.1,716.0,68.192,1,3
TOI-470 b,TOI-470,Transit,2023.0,12.19148,4.34,17.4,660.0,130.46,1,1
TOI-4734 b,TOI-4734,Transit,2025.0,6.235633,10.9175472,61.65871096,1468.0,563.068,1,1
TOI-4747 b,TOI-4747,Transit,2026.0,5.21924158592,3.95803201,14.8,1035.0,304.615,1,1
TOI-4773 b,TOI-4773,Transit,2025.0,1.7452851,15.22179579,1687.66884117,2255.0,492.888,1,1
TOI-4791 b,TOI-4791,Transit,2023.0,4.28088,12.44196858,734.18362017,1472.0,328.802,1,1
TOI-4794 b,TOI-4794,Transit,2025.0,3.5658116,14.35870428,308.29355479,1673.0,543.008,1,1
TOI-480 b,TOI-480,Transit,2024.0,6.866196,2.85372018,20.8,1198.94,54.5306,1,1
TOI-481 b,TOI-481,Transit,2020.0,10.33111,11.09691,486.2799,1370.0,179.366,1,1
TOI-4860 b,TOI-4860,Transit,2023.0,1.5227591,8.7,86.7,694.0,80.1423,1,1
TOI-4898 b,TOI-4898,Transit,2026.0,2.76520470167,3.7197954,13.4,667.0,98.5958,1,1
TOI-4914 b,TOI-4914,Transit,2024.0,10.60057,12.87,227.0,894.0,299.89,1,1
TOI-4930 b,TOI-4930,Transit,2026.0,6.78130241498,6.93277225,38.4,1169.0,413.757,1,1
TOI-4940 b,TOI-4940,Transit,2025.0,25.867811,6.61,89.0,643.0,345.659,1,1
TOI-4961 b,TOI-4961,Transit,2025.0,7.479182,12.34108775,572.0911326,919.0,213.073,1,1
TOI-4994 b,TOI-4994,Transit,2024.0,21.491984,8.54124329,88.99195396,717.6,329.304,1,1
TOI-500 b,TOI-500,Transit,2022.0,0.548177,1.166,1.42,1617.0,47.3924,1,4
TOI-500 c,TOI-500,Radial Velocity,2022.0,6.6356,2.09,5.03,757.0,47.3924,1,4
TOI-500 d,TOI-500,Radial Velocity,2022.0,26.233,6.35,33.12,757.0,47.3924,1,4
TOI-500 e,TOI-500,Radial Velocity,2022.0,61.3,3.99,15.05,757.0,47.3924,1,4
TOI-5005 b,TOI-5005,Transit,2024.0,6.3085044,6.25,32.7,1040.0,207.891,1,1
TOI-5007 b,TOI-5007,Transit,2026.0,2.543371,11.07447293,211.03806225,774.0,203.352,1,1
TOI-5027 b,TOI-5027,Transit,2025.0,10.24368,10.76062147,642.01338214,1056.0,204.429,1,1
TOI-5076 b,TOI-5076,Transit,2024.0,23.443162,3.48935569,16.14568308,550.0,82.857,2,1
TOI-5082.01,TOI-5082,Transit,2024.0,4.240122,2.54811,7.03,1164.91,43.1406,1,1
TOI-5108 b,TOI-5108,Transit,2025.0,6.753581,6.6,32.0,1180.0,130.919,1,1
TOI-5110 b,TOI-5110,Transit,2024.0,30.158577,11.98240037,921.7023803,976.0,392.259,1,1
TOI-512 b,TOI-512,Transit,2025.0,7.18886,1.54,3.57,1009.0,67.3975,1,1
TOI-5126 b,TOI-5126,Transit,2023.0,5.4588385,4.74,20.2,1442.0,160.414,1,2
TOI-5126 c,TOI-5126,Transit,2023.0,17.8999,3.86,14.2,971.0,160.414,1,2
TOI-5143 c,TOI-5143,Transit,2025.0,5.2097118,16.25302201,9.1,904.48,181.38,1,1
TOI-5153 b,TOI-5153,Transit,2022.0,20.33003,11.88151954,1036.12060682,906.0,390.484,1,1
TOI-5159 b,TOI-5159,Transit,2026.0,5.83639428843,1.54732112,3.01,866.29,55.1788,1,1
TOI-5160 b,TOI-5160,Transit,2026.0,4.280773256,2.39729851,6.33,1016.0,151.465,1,1
TOI-5174 b,TOI-5174,Transit,2022.0,12.214286,5.351,24.8,808.37,197.243,1,1
TOI-5181 A b,TOI-5181 A,Transit,2025.0,3.8922295,13.34989601,330.54154328,1585.0,480.155,2,1
TOI-519 b,TOI-519,Transit,2021.0,1.2652328,11.54525012,147.15455244,687.0,115.557,1,1
TOI-5205 b,TOI-5205,Transit,2023.0,1.630757,11.6,343.0,737.0,86.4493,1,1
TOI-521 b,TOI-521,Transit,2025.0,1.54285047,1.98,5.3,794.0,60.9425,1,1
TOI-5210 b,TOI-5210,Transit,2025.0,4.5661061,10.72699453,81.99972901,1286.0,302.086,1,1
TOI-5218 b,TOI-5218,Transit,2024.0,4.291452,9.86,657.0,783.0,377.483,1,1
TOI-5232 b,TOI-5232,Transit,2024.0,4.0966692,12.778238,743.71847238,1772.0,609.388,1,1
TOI-5238 b,TOI-5238,Transit,2022.0,4.872171,5.22,23.7,1042.0,290.646,1,1
TOI-5261 b,TOI-5261,Transit,2025.0,4.1509768,11.60129502,3651.84839643,1244.0,377.054,1,1
TOI-5292 A b,TOI-5292 A,Transit,2026.0,2.02191,12.64373023,412.85910069,809.0,337.095,1,1
TOI-5293 A b,TOI-5293 A,Transit,2023.0,2.930289,11.9,170.4,675.0,162.229,2,1
TOI-530 b,TOI-530,Transit,2021.0,6.387597,9.30345398,127.1313628,565.0,148.762,1,1
TOI-5300 b,TOI-5300,Transit,2025.0,2.262196,9.86390302,190.6970442,1043.0,162.51,1,1
TOI-5301 b,TOI-5301,Transit,2024.0,5.858858,13.09208946,1182.32167404,1648.0,629.161,1,1
TOI-5319 b,TOI-5319,Transit,2024.0,4.07853,2.83,8.4,695.0,61.171,1,1
TOI-532 b,TOI-532,Transit,2021.0,2.3266508,5.82,61.5,867.0,135.047,1,1
TOI-5322 b,TOI-5322,Transit,2025.0,5.4233207,16.6117094,184.02264765,1350.0,476.899,1,1
TOI-5335 b,TOI-5335,Transit,2026.0,3.61365988443,4.02422162,15.3,1048.0,331.289,1,1
TOI-5340 b,TOI-5340,Transit,2025.0,4.9394392,15.07607904,270.15414595,1566.0,532.629,1,1
TOI-5344 b,TOI-5344,Transit,2023.0,3.792622,10.60369574,130.94530368,689.0,138.367,1,1
TOI-5349 b,TOI-5349,Transit,2026.0,3.317921,10.2,127.4,719.0,188.336,1,1
TOI-5350 b,TOI-5350,Transit,2025.0,7.581367,12.41955062,2094.48920213,1195.0,277.419,1,1
TOI-5380 b,TOI-5380,Transit,2026.0,3.77229247873,3.48093238,11.9,1479.0,286.781,1,1
TOI-5386 A b,TOI-5386 A,Transit,2025.0,3.62156552,14.70618268,155.10026262,1488.0,394.486,2,1
TOI-5388.01,TOI-5388,Transit,2024.0,2.5946748,0.99,2.2,488.0,18.5226,1,1
TOI-5398 b,TOI-5398,Transit,2022.0,10.590547,10.3,58.7,947.0,130.855,1,2
TOI-5398 c,TOI-5398,Transit,2023.0,4.77271,3.52,11.8,1242.0,130.855,1,2
TOI-540 b,TOI-540,Transit,2020.0,1.2391491,0.903,0.674,611.0,14.0022,1,1
TOI-5422 b,TOI-5422,Transit,2026.0,5.377219,9.10169233,8899.195396,1369.0,346.141,1,1
TOI-544 b,TOI-544,Transit,2022.0,1.548352,2.018,2.89,999.0,41.1166,1,2
TOI-544 c,TOI-544,Radial Velocity,2023.0,50.089,4.92,21.5,757.0,41.1166,1,2
TOI-5486 b,TOI-5486,Transit,2026.0,2.02470073205,3.96824928,14.9,752.0,89.6811,1,1
TOI-5489 b,TOI-5489,Transit,2025.0,3.15222,1.4,2.54,624.0,45.0907,1,2
TOI-5489 c,TOI-5489,Transit,2025.0,4.92126,1.28,2.18,536.0,45.0907,1,2
TOI-5502 b,TOI-5502,Transit,2026.0,11.62592988285,4.1287378,15.9,870.0,248.654,1,1
TOI-5515 b,TOI-5515,Transit,2026.0,8.59225810839,2.65362762,7.53,778.1,135.459,1,1
TOI-5532 b,TOI-5532,Transit,2026.0,5.6539659431,2.52763693,6.93,617.33,90.9985,1,1
TOI-5542 b,TOI-5542,Transit,2022.0,75.12375,11.30986153,419.53349724,441.0,348.849,1,1
TOI-5573 b,TOI-5573,Transit,2025.0,8.79758977,9.75,112.0,528.0,186.562,1,1
TOI-558 b,TOI-558,Transit,2021.0,14.574071,12.17295304,1147.36054927,1061.0,402.63,1,1
TOI-559 b,TOI-559,Transit,2021.0,6.9839095,12.22899794,1910.14872607,1180.0,233.266,1,1
TOI-5592 b,TOI-5592,Transit,2025.0,2.6085846,17.14974047,285.72773789,1789.0,597.026,1,1
TOI-5595 b,TOI-5595,Transit,2026.0,5.99002553853,4.73740402,20.1,621.0,136.955,1,1
TOI-5599 b,TOI-5599,Transit,2026.0,5.43691503941,7.1888212,40.9,1496.0,547.948,1,1
TOI-5605 b,TOI-5605,Transit,2026.0,5.91340454843,2.52611303,6.92,669.0,95.0735,1,1
TOI-561 b,TOI-561,Transit,2020.0,0.4465697,1.397,2.02,2319.0,85.799,1,4
TOI-561 c,TOI-561,Transit,2020.0,10.778838,2.865,5.93,802.0,85.799,1,4
TOI-561 d,TOI-561,Transit,2020.0,25.71268,2.615,13.33,600.0,85.799,1,4
TOI-561 e,TOI-561,Transit,2020.0,77.144,2.517,12.4,416.0,85.799,1,4
TOI-5614 b,TOI-5614,Transit,2026.0,4.17221328949,3.21759316,10.4,817.0,223.016,1,1
TOI-5616 b,TOI-5616,Transit,2024.0,2.002849,10.78,624.0,939.0,390.415,1,1
TOI-5624 b,TOI-5624,Transit,2026.0,3.3903473,2.314,9.4,1136.0,101.913,1,5
TOI-5624 c,TOI-5624,Transit,2026.0,7.885385,2.474,4.8,857.0,101.913,1,5
TOI-5624 d,TOI-5624,Transit,2026.0,13.731468,3.584,4.9,712.6,101.913,1,5
TOI-5624 e,TOI-5624,Transit,2026.0,21.489936,3.247,8.9,613.8,101.913,1,5
TOI-5624 f,TOI-5624,Transit Timing Variations,2026.0,45.37,3.66,13.0,478.5,101.913,1,5
TOI-5630 b,TOI-5630,Transit,2026.0,3.22118452536,2.37117553,6.22,1541.0,134.047,1,1
TOI-5634 A b,TOI-5634 A,Transit,2024.0,2.2035373,10.42,588.0,837.0,306.144,2,1
TOI-564 b,TOI-564,Transit,2020.0,1.651144,11.43318,464.98529,1714.0,199.581,1,1
TOI-5678 b,TOI-5678,Transit,2023.0,47.73022,4.91,20.0,513.0,165.393,1,1
TOI-5688 A b,TOI-5688 A,Transit,2024.0,2.94815527,10.3,124.0,742.0,226.318,2,1
TOI-5704 b,TOI-5704,Transit,2023.0,3.771116,3.2274,10.5,949.07,89.637,1,1
TOI-5713 b,TOI-5713,Transit,2024.0,10.441989,1.77,3.78,347.2,40.8668,1,1
TOI-5716 b,TOI-5716,Transit,2025.0,6.7663,0.96,0.84,400.0,39.4122,1,1
TOI-5720 b,TOI-5720,Transit,2024.0,1.4344555,1.09,4.3,708.0,35.8256,1,1
TOI-5726.01,TOI-5726,Transit,2024.0,5.491125215,2.554,7.05,1093.03,108.848,1,1
TOI-5728 b,TOI-5728,Transit,2025.0,11.49761,1.31,2.27,382.0,54.7045,1,1
TOI-5734 b,TOI-5734,Transit,2026.0,6.1841876,2.1,9.1,688.0,32.5102,1,1
TOI-5736 b,TOI-5736,Transit,2025.0,0.64899,1.56,3.05,1311.0,92.3604,1,1
TOI-5777 b,TOI-5777,Transit,2026.0,6.91716177373,3.09551273,9.78,602.0,114.277,1,1
TOI-5786 b,TOI-5786,Transit,2025.0,12.779107,8.54,73.0,1040.0,192.475,2,1
TOI-5788 b,TOI-5788,Transit,2026.0,6.340758,1.528,3.72,910.0,97.614,1,2
TOI-5788 c,TOI-5788,Transit,2026.0,16.213362,2.272,6.4,667.0,97.614,1,2
TOI-5789 b,TOI-5789,Radial Velocity,2026.0,2.76369,1.26,2.12,1201.0,20.4581,1,4
TOI-5789 d,TOI-5789,Radial Velocity,2026.0,29.65,1.91,4.29,545.0,20.4581,1,4
TOI-5789 e,TOI-5789,Radial Velocity,2026.0,62.98,3.43,11.61,424.0,20.4581,1,4
TOI-5795 b,TOI-5795,Transit,2025.0,6.1406325,5.62,23.66,1136.78,156.53,1,1
TOI-5799 b,TOI-5799,Transit,2024.0,4.164507,1.733,3.65,505.0,27.8123,1,2
TOI-5799 c,TOI-5799,Transit,2025.0,14.010449,1.76,3.75,337.0,27.8123,1,2
TOI-5800 b,TOI-5800,Transit,2025.0,2.6278838,2.46,9.5,1108.0,42.9052,1,1
TOI-5803 b,TOI-5803,Transit,2023.0,5.38305,3.2732,10.7,678.87,84.0126,1,1
TOI-5817 b,TOI-5817,Transit,2025.0,15.61031,3.08,10.3,950.0,80.7542,2,1
TOI-5882 b,TOI-5882,Transit,2025.0,7.148972,11.46678726,6995.40323807,1515.0,416.104,1,1
TOI-5916 b,TOI-5916,Transit,2026.0,2.367128,11.35469745,226.61165419,683.0,199.724,1,1
TOI-5926 b,TOI-5926,Transit,2026.0,3.81122794237,7.56807148,44.6,987.0,275.103,1,1
TOI-5938 b,TOI-5938,Transit,2026.0,2.260424,3.82,14.0,1077.0,114.035,1,1
TOI-6000 b,TOI-6000,Transit,2025.0,0.448959,0.94,0.779,1120.0,75.7664,1,1
TOI-6002 b,TOI-6002,Transit,2024.0,10.904821,1.65,3.36,321.4,32.0266,1,1
TOI-6008 b,TOI-6008,Transit,2024.0,0.8574347,1.03,4.0,707.0,23.1008,1,1
TOI-6016 b,TOI-6016,Transit,2024.0,4.023687,13.67495645,371.85923619,1890.0,364.715,1,1
TOI-6029 b,TOI-6029,Transit,2024.0,5.7987,14.39233122,519.64944544,1484.0,603.119,1,1
TOI-6034 b,TOI-6034,Transit,2024.0,2.576184,11.92,254.0,714.0,117.992,2,1
TOI-6038 A b,TOI-6038 A,Transit,2025.0,5.8267311,6.41,78.5,1439.0,179.147,2,1
TOI-6041 b,TOI-6041,Transit,2025.0,26.04945,4.55,28.9,605.6,72.4731,1,2
TOI-6041 c,TOI-6041,Radial Velocity,2025.0,88.0,10.5,77.9,403.5,72.4731,1,2
TOI-6054.01,TOI-6054,Transit,2024.0,7.501428,2.64,12.5,1360.0,79.407,1,2
TOI-6054.02,TOI-6054,Transit,2024.0,12.563636,2.82,9.3,1143.0,79.407,1,2
TOI-6080 b,TOI-6080,Transit,2026.0,8.05562348084,3.32424168,11.0,919.33,188.183,1,1
TOI-6086 b,TOI-6086,Transit,2024.0,1.3888725,1.18,1.76,634.0,31.4566,1,1
TOI-6109 b,TOI-6109,Transit,2025.0,5.690476,4.8704,21.1,700.0,151.738,1,2
TOI-6109 c,TOI-6109,Transit,2025.0,8.538878,4.8326,20.8,786.0,151.738,1,2
TOI-6130 b,TOI-6130,Transit,2024.0,2.392679,14.3474953,333.71982735,1750.0,220.882,1,1
TOI-615 b,TOI-615,Transit,2023.0,4.6615983,18.97680433,138.25535705,1666.0,360.408,1,1
TOI-620 b,TOI-620,Transit,2022.0,5.0988179,3.76,13.6,603.6,33.0231,1,1
TOI-622 b,TOI-622,Transit,2023.0,6.402513,9.2362001,96.30200732,1388.0,123.297,1,1
TOI-6223 b,TOI-6223,Transit,2025.0,3.855219,5.07,22.6,714.0,133.122,1,1
TOI-6255 b,TOI-6255,Transit,2024.0,0.23818244,1.079,1.44,1256.46,20.3167,1,1
TOI-628 b,TOI-628,Transit,2021.0,3.4095675,11.88154,2011.8639,1586.0,178.68,1,1
TOI-6281 b,TOI-6281,Transit,2026.0,1.05426244177,1.92416074,4.36,2240.0,57.7451,1,1
TOI-6303 b,TOI-6303,Transit,2025.0,9.485236,11.59,2493.0,541.0,152.219,1,1
TOI-6324 b,TOI-6324,Transit,2025.0,0.279221,1.059,1.17,1216.0,20.5488,1,1
TOI-6330 b,TOI-6330,Transit,2025.0,6.8500246,10.89,3179.0,495.0,139.042,1,1
TOI-6383 A b,TOI-6383 A,Transit,2024.0,1.79058695,11.29,331.0,745.0,171.319,2,1
TOI-6393 b,TOI-6393,Transit,2026.0,9.53176110329,2.75958542,8.04,696.0,186.229,1,1
TOI-640 b,TOI-640,Transit,2021.0,5.003777,19.2794468,181.16219199,1816.0,341.997,1,1
TOI-6420 b,TOI-6420,Transit,2025.0,6.961508,11.93756445,2606.1929374,1213.0,634.712,1,1
TOI-6448 b,TOI-6448,Transit,2025.0,14.844261,8.47398941,54.0,745.0,386.879,1,1
TOI-6478 b,TOI-6478,Transit,2025.0,34.005019,4.6,19.2,204.4,38.6057,2,1
TOI-654.01,TOI-654,Transit,2024.0,1.527561,2.378,8.71,794.0,57.7553,1,1
TOI-6628 b,TOI-6628,Transit,2025.0,18.18424,10.98480109,235.19302118,833.0,320.527,1,1
TOI-663 b,TOI-663,Transit,2024.0,2.598902,2.27,4.45,674.0,64.2308,1,3
TOI-663 c,TOI-663,Transit,2024.0,4.6955507,2.26,3.65,553.0,64.2308,1,3
TOI-663 d,TOI-663,Transit,2024.0,7.1027268,1.92,5.2,482.0,64.2308,1,3
TOI-6651 b,TOI-6651,Transit,2024.0,5.056973,5.09,61.0,1493.0,212.128,1,1
TOI-6677 b,TOI-6677,Transit,2026.0,5.45060661625,5.83507112,28.7,334.0,340.52,1,1
TOI-669 b,TOI-669,Transit,2023.0,3.945152,2.58606487,10.0,1124.85,142.867,1,1
TOI-6692 b,TOI-6692,Transit,2026.0,131.125,11.67975789,197.05361234,467.0,312.903,1,1
TOI-6695 b,TOI-6695,Transit,2025.0,80.389,9.52763359,66.74396547,599.0,282.536,1,2
TOI-6695 c,TOI-6695,Radial Velocity,2025.0,242.4,13.6,460.85119015,415.0,282.536,1,2
TOI-6699 b,TOI-6699,Transit,2026.0,5.32005926761,2.32645266,6.02,976.0,85.8463,1,1
TOI-6707 b,TOI-6707,Transit,2026.0,3.83479363758,5.72673066,27.8,1509.43,641.467,1,1
TOI-6716 b,TOI-6716,Transit,2026.0,4.7185898,0.982,0.911,369.0,18.8873,1,1
TOI-672 b,TOI-672,Transit,2023.0,3.633581,5.31,50.9,699.5,66.9071,1,1
TOI-674 b,TOI-674,Transit,2021.0,1.977143,5.25,23.6,635.0,46.0851,1,1
TOI-677 b,TOI-677,Transit,2020.0,11.2365985,13.11450742,392.20025424,1252.0,141.812,1,1
TOI-682.01,TOI-682,Transit,2021.0,6.8392388,3.74186,13.5,1090.0,83.1548,1,1
TOI-6894 b,TOI-6894,Transit,2025.0,3.37077196,9.5836785,53.39517238,417.9,73.8131,1,1
TOI-6954 b,TOI-6954,Transit,2026.0,4.02074127419,3.63524486,12.8,930.0,190.042,1,1
TOI-697 b,TOI-697,Transit,2026.0,8.60788713593,2.35859364,6.16,839.8,93.7714,1,1
TOI-700 b,TOI-700,Transit,2020.0,9.977219,0.914,0.704,417.0,31.1265,1,4
TOI-700 c,TOI-700,Transit,2020.0,16.051137,2.6,7.27,356.0,31.1265,1,4
TOI-700 d,TOI-700,Transit,2020.0,37.42396,1.073,1.25,268.8,31.1265,1,4
TOI-700 e,TOI-700,Transit,2023.0,27.80978,0.953,0.818,272.9,31.1265,1,4
TOI-7008 b,TOI-7008,Transit,2026.0,0.84069041367,4.94735276,21.7,1783.0,410.467,1,1
TOI-7009 b,TOI-7009,Transit,2026.0,2.3206612,3.71,13.3,872.0,184.12,1,1
TOI-7041 b,TOI-7041,Transit,2025.0,9.691,11.43316031,114.41822652,882.37,439.52,1,1
TOI-707 b,TOI-707,Transit,2026.0,52.79918,2.416,6.42,491.7,130.959,1,1
TOI-712 b,TOI-712,Transit,2022.0,9.531361,2.049,4.85,650.0,58.6212,1,3
TOI-712 c,TOI-712,Transit,2022.0,51.69906,2.701,7.76,369.9,58.6212,1,3
TOI-712 d,TOI-712,Transit,2022.0,84.8396,2.474,6.68,313.6,58.6212,1,3
TOI-7149 b,TOI-7149,Transit,2025.0,2.65206166,13.2,224.0,593.0,126.126,1,1
TOI-715 b,TOI-715,Transit,2023.0,19.288004,1.55,3.02,234.0,42.4048,1,1
TOI-7155 b,TOI-7155,Transit,2026.0,3.89489711981,2.40821473,6.38,914.0,144.751,1,1
TOI-7166 b,TOI-7166,Transit,2025.0,12.92063621,2.01,4.7,249.0,35.4153,1,1
TOI-733 b,TOI-733,Transit,2023.0,4.884765,1.992,5.72,1055.8,75.2092,1,1
TOI-7333 b,TOI-7333,Transit,2026.0,6.26449803661,2.09469416,5.04,755.0,157.217,1,1
TOI-7384 b,TOI-7384,Transit,2026.0,6.2340258,3.56,12.4,378.0,66.7902,1,1
TOI-7510 b,TOI-7510,Transit,2025.0,11.530869,7.31,18.1,878.0,249.006,1,3
TOI-7510 c,TOI-7510,Transit,2025.0,22.5687423,10.81,131.0,702.0,249.006,1,3
TOI-7510 d,TOI-7510,Transit,2025.0,48.864468,10.52,190.0,542.4,249.006,1,3
TOI-756 b,TOI-756,Transit,2025.0,1.2392495,2.81,9.83,934.0,86.1759,1,2
TOI-756 c,TOI-756,Radial Velocity,2025.0,149.4,13.0,1287.20504835,194.0,86.1759,1,2
TOI-757 b,TOI-757,Transit,2024.0,17.46819,2.5,10.5,641.0,60.3418,1,1
TOI-762 A b,TOI-762 A,Transit,2024.0,3.4716826,8.33948164,79.77493016,555.4,98.4458,2,1
TOI-763 b,TOI-763,Transit,2020.0,5.6057,2.28,9.79,1038.0,95.1274,1,2
TOI-763 c,TOI-763,Transit,2020.0,12.2737,2.63,9.32,800.0,95.1274,1,2
TOI-771 b,TOI-771,Transit,2024.0,2.3260155,1.36,2.47,543.0,25.2788,1,2
TOI-771 c,TOI-771,Radial Velocity,2025.0,7.61,1.5,2.87,365.0,25.2788,1,2
